component_id,response,0.000,0.500,1.000,1.500
daf_2,func_mean,1.0,0.7260000000000001,0.34700000000000003,0.28700000000000003
daf_2,func_std,0.0,0.3732613025750191,0.425018823112577,0.38701550356542563
daf_2,loss_mean,0.0,0.002832,0.005508,0.006067500000000001
daf_2,loss_std,0.0,0.0028831841772595794,0.00272191770632398,0.0021322831073757537
daf_2,num_failures,0.0,0.14,0.56,0.6
daf_3,func_mean,1.0,0.7820000000000001,0.45,0.177
daf_3,func_std,0.0,0.3625961941333637,0.4398863489584554,0.353583087830852
daf_3,loss_mean,0.0,0.0023204999999999996,0.004879499999999999,0.006406499999999999
daf_3,loss_std,0.0,0.0029176604069013922,0.002818380252911235,0.0022162513959386467
daf_3,num_failures,0.0,0.16,0.44,0.78
daf_4,func_mean,1.0,0.779,0.35,0.248
daf_4,func_std,0.0,0.3595956062023005,0.41376321731154403,0.3616572963455873
daf_4,loss_mean,0.0,0.0024555,0.005778,0.006246000000000001
daf_4,loss_std,0.0,0.002770691655525746,0.002343553071726774,0.0020846244266054252
daf_4,num_failures,0.0,0.16,0.56,0.62
daf_5,func_mean,1.0,0.755,0.49,0.20099999999999998
daf_5,func_std,0.0,0.37326264211678084,0.4426059195266145,0.36585379593493356
daf_5,loss_mean,0.0,0.0026789999999999995,0.0045825,0.0062970000000000005
daf_5,loss_std,0.0,0.0028527239614095155,0.0029237401132795643,0.002236155406048515
daf_5,num_failures,0.0,0.18,0.4,0.74
daf_6,func_mean,1.0,0.7490000000000001,0.42199999999999993,0.21100000000000002
daf_6,func_std,0.0,0.38150884655535844,0.4293203931797323,0.31926321429190674
daf_6,loss_mean,0.0,0.0027449999999999996,0.005178,0.006523500000000001
daf_6,loss_std,0.0,0.0027827324700732546,0.002656353892085917,0.001639911659206068
daf_6,num_failures,0.0,0.2,0.46,0.62
daf_7,func_mean,1.0,0.786,0.29900000000000004,0.29200000000000004
daf_7,func_std,0.0,0.34943382778431736,0.3825558782713971,0.39804019897492765
daf_7,loss_mean,0.0,0.0024045,0.0060255000000000005,0.006006
daf_7,loss_std,0.0,0.0027549577582968486,0.00211540474850559,0.00228634839864794
daf_7,num_failures,0.0,0.14,0.56,0.62
daf_8,func_mean,1.0,0.789,0.474,0.20600000000000002
daf_8,func_std,0.0,0.33930664597086807,0.4413887175721645,0.37491865784460504
daf_8,loss_mean,0.0,0.002561999999999999,0.004857,0.0061920000000000005
daf_8,loss_std,0.0,0.0026107481686290616,0.0027998037431220062,0.0024001012478643475
daf_8,num_failures,0.0,0.14,0.44,0.74
feed_pump,func_mean,1.0,0.8610000000000002,0.571,0.298
feed_pump,func_std,0.0,0.294667609349925,0.4089119709668574,0.346837137573242
feed_pump,loss_mean,0.0,0.00043749999999999995,0.0012125000000000003,0.0018525
feed_pump,loss_std,0.0,0.000746345261926409,0.0009203430067099981,0.0006367348349195291
feed_pump,num_failures,0.0,0.08,0.26,0.5
filter_tank_1,func_mean,1.0,0.78,0.474,0.168
filter_tank_1,func_std,0.0,0.34088121098118623,0.42909672569247137,0.3355234716081723
filter_tank_1,loss_mean,0.0,0.008025000000000001,0.016275,0.021955
filter_tank_1,loss_std,0.0,0.009140192831663892,0.00926987729152873,0.006351316792602933
filter_tank_1,num_failures,0.0,0.1,0.4,0.78
filter_tank_2,func_mean,1.0,0.8530000000000001,0.529,0.236
filter_tank_2,func_std,0.0,0.2928156416587065,0.4360149080020086,0.37908310434520814
filter_tank_2,loss_mean,0.0,0.006425000000000002,0.014610000000000001,0.020875000000000005
filter_tank_2,loss_std,0.0,0.00784860656422527,0.010341440905405784,0.007130261215411396
filter_tank_2,num_failures,0.0,0.1,0.36,0.7
filter_tank_3,func_mean,1.0,0.7260000000000002,0.417,0.257
filter_tank_3,func_std,0.0,0.40623146111545816,0.435500861078368,0.3940824786767359
filter_tank_3,loss_mean,0.0,0.008450000000000003,0.017079999999999998,0.02028
filter_tank_3,loss_std,0.0,0.009809943934600239,0.009535648902932617,0.00791053727631695
filter_tank_3,num_failures,0.0,0.2,0.48,0.68
filter_tank_4,func_mean,1.0,0.81,0.45199999999999996,0.22
filter_tank_4,func_std,0.0,0.2944486372867091,0.4422623655704835,0.38301436004411116
filter_tank_4,loss_mean,0.0,0.008555,0.016065000000000006,0.020739999999999998
filter_tank_4,loss_std,0.0,0.008553404293028595,0.00968114275279525,0.007725276694073811
filter_tank_4,num_failures,0.0,0.08,0.44,0.74
filter_tank_5,func_mean,1.0,0.7030000000000001,0.463,0.264
filter_tank_5,func_std,0.0,0.38748032208100586,0.4379280762865062,0.3870452169966708
filter_tank_5,loss_mean,0.0,0.01023,0.016465,0.01982
filter_tank_5,loss_std,0.0,0.009981963734656625,0.009056766807200016,0.008150159507641553
filter_tank_5,num_failures,0.0,0.18,0.44,0.62
filter_tank_6,func_mean,1.0,0.7319999999999999,0.446,0.134
filter_tank_6,func_std,0.0,0.36630042315017874,0.4463003472998873,0.30123744787127643
filter_tank_6,loss_mean,0.0,0.009665000000000002,0.016135,0.022350000000000002
filter_tank_6,loss_std,0.0,0.009309082930127973,0.009730905661859024,0.005939486509791903
filter_tank_6,num_failures,0.0,0.14,0.46,0.8
filter_tank_7,func_mean,1.0,0.811,0.35100000000000003,0.15
filter_tank_7,func_std,0.0,0.2902223285689783,0.43880405649902554,0.33181320046074114
filter_tank_7,loss_mean,0.0,0.008310000000000001,0.017880000000000004,0.022019999999999998
filter_tank_7,loss_std,0.0,0.0084471237708465,0.009330626988579064,0.006457716314611536
filter_tank_7,num_failures,0.0,0.06,0.58,0.82
filter_tank_8,func_mean,1.0,0.765,0.371,0.19699999999999995
filter_tank_8,func_std,0.0,0.3632148124732801,0.42250325442533576,0.3586655824023264
filter_tank_8,loss_mean,0.0,0.008165,0.017850000000000005,0.021240000000000002
filter_tank_8,loss_std,0.0,0.009821737371768805,0.00899319186940877,0.007115293388188572
filter_tank_8,num_failures,0.0,0.14,0.5,0.74
floc_basin_1,func_mean,1.0,0.8440000000000001,0.49,0.289
floc_basin_1,func_std,0.0,0.233803336160971,0.37134889255254283,0.3514669258977294
floc_basin_1,loss_mean,0.0,0.002055,0.004875,0.00603
floc_basin_1,loss_std,0.0,0.0020665732505769064,0.002127939143866666,0.0018122085972646746
floc_basin_1,num_failures,0.0,0.04,0.32,0.56
floc_basin_2,func_mean,1.0,0.8670000000000002,0.551,0.292
floc_basin_2,func_std,0.0,0.15543809056984711,0.36338547026539186,0.3643295211755424
floc_basin_2,loss_mean,0.0,0.002115,0.004545,0.00594
floc_basin_2,loss_std,0.0,0.001627275330114729,0.0020968369035287413,0.0020227209397245087
floc_basin_2,num_failures,0.0,0.0,0.28,0.56
floc_basin_3,func_mean,1.0,0.8460000000000001,0.6,0.355
floc_basin_3,func_std,0.0,0.19794948850653793,0.32046840717924124,0.35752622281449514
floc_basin_3,loss_mean,0.0,0.00222,0.004275,0.0057
floc_basin_3,loss_std,0.0,0.001849080852748197,0.0019165398508770954,0.0018371173070873834
floc_basin_3,num_failures,0.0,0.02,0.16,0.46
floc_basin_4,func_mean,1.0,0.894,0.53,0.29100000000000004
floc_basin_4,func_std,0.0,0.1384340998453777,0.37269290307168446,0.32228713905460143
floc_basin_4,loss_mean,0.0,0.0016799999999999999,0.00465,0.006045
floc_basin_4,loss_std,0.0,0.001713942822850284,0.0021266170318136736,0.0016114356952730072
floc_basin_4,num_failures,0.0,0.0,0.3,0.48
floc_basin_5,func_mean,1.0,0.8610000000000001,0.457,0.266
floc_basin_5,func_std,0.0,0.20156636624198987,0.36455589420553874,0.35811171441325407
floc_basin_5,loss_mean,0.0,0.0021449999999999998,0.005115,0.00612
floc_basin_5,loss_std,0.0,0.0017168939978927061,0.001982555169471962,0.0018994999341932074
floc_basin_5,num_failures,0.0,0.04,0.34,0.62
floc_basin_6,func_mean,1.0,0.8830000000000001,0.5209999999999999,0.264
floc_basin_6,func_std,0.0,0.19839606850943392,0.3580628436461957,0.32249651160904047
floc_basin_6,loss_mean,0.0,0.00171,0.004695,0.00618
floc_basin_6,loss_std,0.0,0.0018189007669468943,0.002088234900579913,0.0016124825580452024
floc_basin_6,num_failures,0.0,0.02,0.26,0.54
floc_basin_7,func_mean,1.0,0.8530000000000001,0.5000000000000001,0.24700000000000003
floc_basin_7,func_std,0.0,0.21222865028077614,0.39522145690739013,0.3262529693351464
floc_basin_7,loss_mean,0.0,0.002085,0.004725,0.00624
floc_basin_7,loss_std,0.0,0.0018692311253560917,0.0023633926884883095,0.00169333989500041
floc_basin_7,num_failures,0.0,0.02,0.36,0.58
floc_basin_8,func_mean,1.0,0.795,0.5710000000000001,0.331
floc_basin_8,func_std,0.0,0.28412145290350743,0.36456686629478546,0.35155227207344286
floc_basin_8,loss_mean,0.0,0.00255,0.00432,0.00582
floc_basin_8,loss_std,0.0,0.0021,0.0022427884429878802,0.0018097237358226808
floc_basin_8,num_failures,0.0,0.06,0.24,0.48
input_pipe_1,func_mean,1.0,0.5619999999999999,0.289,0.096
input_pipe_1,func_std,0.0,0.32381476186239566,0.29854480400770667,0.18189007669468946
input_pipe_1,loss_mean,0.0,0.00127,0.0017325,0.0020725
input_pipe_1,loss_std,0.0,0.0006115349540296124,0.0005099080799516714,0.00030729668075005304
input_pipe_1,num_failures,0.0,0.1,0.38,0.74
output_1,func_mean,1.0,1.0,1.0,1.0
output_1,func_std,0.0,0.0,0.0,0.0
output_1,loss_mean,0.0,0.0,0.0,0.0
output_1,loss_std,0.0,0.0,0.0,0.0
output_1,num_failures,0.0,0.0,0.02,0.02
output_2,func_mean,1.0,1.0,1.0,1.0
output_2,func_std,0.0,0.0,0.0,0.0
output_2,loss_mean,0.0,0.0,0.0,0.0
output_2,loss_std,0.0,0.0,0.0,0.0
output_2,num_failures,0.0,0.0,0.0,0.0
ozone_contact_1,func_mean,1.0,0.6980000000000001,0.369,0.18400000000000002
ozone_contact_1,func_std,0.0,0.39886839934996104,0.4333462818578232,0.34255510505610626
ozone_contact_1,loss_mean,0.0,0.010495,0.017815,0.021565000000000004
ozone_contact_1,loss_std,0.0,0.009933842408655373,0.009228191859730702,0.006726590889893633
ozone_contact_1,num_failures,0.0,0.22,0.54,0.74
ozone_contact_2,func_mean,1.0,0.763,0.389,0.217
ozone_contact_2,func_std,0.0,0.36902709927592037,0.4388952038926832,0.3625755093770124
ozone_contact_2,loss_mean,0.0,0.007990000000000002,0.017320000000000002,0.021125
ozone_contact_2,loss_std,0.0,0.009371494011095563,0.009502636476262786,0.006830309290215195
ozone_contact_2,num_failures,0.0,0.14,0.52,0.7
ozone_gen,func_mean,1.0,0.765,0.35100000000000003,0.228
ozone_gen,func_std,0.0,0.3286715685908959,0.4192242836477868,0.3468659683508891
ozone_gen,loss_mean,0.0,0.0009500000000000001,0.0017425000000000001,0.0020025
ozone_gen,loss_std,0.0,0.0009374166629626337,0.0007847810204127011,0.0005514129577730289
ozone_gen,num_failures,0.0,0.1,0.54,0.64
pipe_ccc_1,func_mean,1.0,0.519,0.135,0.088
pipe_ccc_1,func_std,0.0,0.3823467013065498,0.2062159062730128,0.19430903221415108
pipe_ccc_1,loss_mean,0.0,0.0012925,0.0020025,0.0020825
pipe_ccc_1,loss_std,0.0,0.0007351062848323364,0.000340486783884485,0.0003514345600535042
pipe_ccc_1,num_failures,0.0,0.22,0.64,0.78
pipe_connector_cw,func_mean,1.0,0.607,0.20299999999999996,0.102
pipe_connector_cw,func_std,0.0,0.3391179735726197,0.25969405075973534,0.21724640388278005
pipe_connector_cw,loss_mean,0.0,0.0011250000000000001,0.00188,0.0020825
pipe_connector_cw,loss_std,0.0,0.0006763874629234343,0.0004527416481835972,0.0003265444073935428
pipe_connector_cw,num_failures,0.0,0.08,0.52,0.78
pipe_connector_uv_out,func_mean,1.0,0.6289999999999999,0.29200000000000004,0.115
pipe_connector_uv_out,func_std,0.0,0.327733123135273,0.29822139426942523,0.21708293346092405
pipe_connector_uv_out,loss_mean,0.0,0.0011275000000000002,0.0017699999999999999,0.0020375000000000002
pipe_connector_uv_out,loss_std,0.0,0.0006468626206544943,0.00043757856437444474,0.00037687033579203346
pipe_connector_uv_out,num_failures,0.0,0.08,0.4,0.72
pipe_cw_out_1,func_mean,1.0,0.583,0.223,0.12899999999999998
pipe_cw_out_1,func_std,0.0,0.3668255716277152,0.2646148144001012,0.24312342544477278
pipe_cw_out_1,loss_mean,0.0,0.0011400000000000002,0.0018575,0.0019950000000000002
pipe_cw_out_1,loss_std,0.0,0.0007585512507405154,0.00041908382216449257,0.00046095010575983173
pipe_cw_out_1,num_failures,0.0,0.14,0.48,0.7
pipe_cw_out_2,func_mean,1.0,0.592,0.21700000000000003,0.127
pipe_cw_out_2,func_std,0.0,0.30989675700142455,0.23950156575688603,0.24763077353188556
pipe_cw_out_2,loss_mean,0.0,0.0011875000000000002,0.0018475,0.0020350000000000004
pipe_cw_out_2,loss_std,0.0,0.0005938486760109853,0.000398661824106598,0.0003968941924493229
pipe_cw_out_2,num_failures,0.0,0.04,0.44,0.74
pipe_fb_1,func_mean,1.0,0.5710000000000001,0.30200000000000005,0.056999999999999995
pipe_fb_1,func_std,0.0,0.362365837241868,0.30805194367184247,0.14353048456686823
pipe_fb_1,loss_mean,0.0,0.0011425,0.0017000000000000001,0.0021425000000000003
pipe_fb_1,loss_std,0.0,0.0007512531197938549,0.0005250000000000001,0.0002512593281850447
pipe_fb_1,num_failures,0.0,0.12,0.36,0.84
pipe_fb_2,func_mean,1.0,0.623,0.21400000000000002,0.09600000000000002
pipe_fb_2,func_std,0.0,0.3404717315725345,0.29000689646972194,0.21583326898325939
pipe_fb_2,loss_mean,0.0,0.00115,0.0018550000000000003,0.002095
pipe_fb_2,loss_std,0.0,0.0006809919235938119,0.0005222307918918608,0.00032070235421649166
pipe_fb_2,num_failures,0.0,0.12,0.54,0.8
pipe_fb_3,func_mean,1.0,0.639,0.254,0.10200000000000001
pipe_fb_3,func_std,0.0,0.3064783842296223,0.3150936368764054,0.2172464038827801
pipe_fb_3,loss_mean,0.0,0.0011750000000000003,0.0017975000000000003,0.0020825
pipe_fb_3,loss_std,0.0,0.0005952940449895329,0.000562299964431797,0.00032654440739354285
pipe_fb_3,num_failures,0.0,0.08,0.5,0.78
pipe_fb_4,func_mean,1.0,0.526,0.258,0.08399999999999999
pipe_fb_4,func_std,0.0,0.363213435874831,0.2905787328763067,0.1778876049644831
pipe_fb_4,loss_mean,0.0,0.0012575,0.0017925000000000003,0.0020975000000000004
pipe_fb_4,loss_std,0.0,0.0007225865000122823,0.000491560016681585,0.0002950529613476198
pipe_fb_4,num_failures,0.0,0.16,0.44,0.78
pipe_fb_5,func_mean,1.0,0.5,0.23700000000000002,0.094
pipe_fb_5,func_std,0.0,0.31,0.28597377502141696,0.1961224107541002
pipe_fb_5,loss_mean,0.0,0.0014125000000000001,0.0018250000000000002,0.0020700000000000002
pipe_fb_5,loss_std,0.0,0.0005014042780032896,0.0004924428900898052,0.00035633551605193675
pipe_fb_5,num_failures,0.0,0.12,0.48,0.76
pipe_fb_6,func_mean,1.0,0.5,0.213,0.08399999999999999
pipe_fb_6,func_std,0.0,0.34641016151377546,0.26810632219326724,0.13469966592386187
pipe_fb_6,loss_mean,0.0,0.001335,0.0018525,0.002075
pipe_fb_6,loss_std,0.0,0.0006728855771971934,0.00048262951629588516,0.00028062430400804567
pipe_fb_6,num_failures,0.0,0.16,0.5,0.72
pipe_fb_7,func_mean,1.0,0.561,0.21600000000000003,0.057
pipe_fb_7,func_std,0.0,0.30549795416663594,0.27972128985831596,0.14353048456686823
pipe_fb_7,loss_mean,0.0,0.0012675,0.0018575,0.0021425000000000003
pipe_fb_7,loss_std,0.0,0.0005755486512884902,0.0004911784299009883,0.0002512593281850447
pipe_fb_7,num_failures,0.0,0.06,0.52,0.84
pipe_fb_8,func_mean,1.0,0.552,0.183,0.10599999999999998
pipe_fb_8,func_std,0.0,0.3368916739843833,0.2734245782661098,0.19915822855207366
pipe_fb_8,loss_mean,0.0,0.001265,0.001915,0.002045
pipe_fb_8,loss_std,0.0,0.0006522269543648132,0.0004895406009719726,0.0003646573734342966
pipe_fb_8,num_failures,0.0,0.12,0.6,0.72
pipe_ft_1,func_mean,1.0,0.654,0.21900000000000003,0.06
pipe_ft_1,func_std,0.0,0.32462901903557545,0.30114614392351097,0.16703293088490065
pipe_ft_1,loss_mean,0.0,0.001145,0.0018300000000000002,0.0021475
pipe_ft_1,loss_std,0.0,0.0006482476378668881,0.0005775811631277461,0.00026183248461564133
pipe_ft_1,num_failures,0.0,0.12,0.54,0.86
pipe_ft_2,func_mean,1.0,0.563,0.275,0.10300000000000001
pipe_ft_2,func_std,0.0,0.3525351046349852,0.334551939166402,0.21480456233516088
pipe_ft_2,loss_mean,0.0,0.001275,0.0017775000000000002,0.0020625
pipe_ft_2,loss_std,0.0,0.0006451743950281972,0.0005686002550122539,0.00036933216756735403
pipe_ft_2,num_failures,0.0,0.16,0.5,0.76
pipe_ft_3,func_mean,1.0,0.5589999999999999,0.21199999999999997,0.10899999999999999
pipe_ft_3,func_std,0.0,0.35280164398709934,0.26524705464905735,0.18212358441453977
pipe_ft_3,loss_mean,0.0,0.0011875,0.0018625,0.0020275000000000002
pipe_ft_3,loss_std,0.0,0.0007336765295414596,0.0004480862082233731,0.00035906997925195595
pipe_ft_3,num_failures,0.0,0.12,0.5,0.68
pipe_ft_4,func_mean,1.0,0.576,0.28600000000000003,0.11699999999999999
pipe_ft_4,func_std,0.0,0.3494624443341516,0.310972667609229,0.16781239525136396
pipe_ft_4,loss_mean,0.0,0.0011825000000000002,0.0017500000000000003,0.0020175
pipe_ft_4,loss_std,0.0,0.0007155461201068734,0.0005238081709939242,0.0003142550715581215
pipe_ft_4,num_failures,0.0,0.12,0.42,0.64
pipe_ft_5,func_mean,1.0,0.543,0.21,0.051
pipe_ft_5,func_std,0.0,0.3168611683371757,0.2810693864511039,0.1394596715900335
pipe_ft_5,loss_mean,0.0,0.00125,0.00187,0.0021550000000000002
pipe_ft_5,loss_std,0.0,0.0006184658438426492,0.0004930517214248421,0.0002405202694161139
pipe_ft_5,num_failures,0.0,0.06,0.54,0.86
pipe_ft_6,func_mean,1.0,0.639,0.171,0.099
pipe_ft_6,func_std,0.0,0.3494695981054718,0.2632660251532658,0.21505580671072336
pipe_ft_6,loss_mean,0.0,0.00103,0.0019725000000000003,0.002045
pipe_ft_6,loss_std,0.0,0.0007646731327828906,0.0003859161178287324,0.00044564559910314393
pipe_ft_6,num_failures,0.0,0.1,0.64,0.76
pipe_ft_7,func_mean,1.0,0.5189999999999999,0.25300000000000006,0.087
pipe_ft_7,func_std,0.0,0.3532548655008166,0.25444252789186006,0.159
pipe_ft_7,loss_mean,0.0,0.0012675,0.001795,0.0020800000000000003
pipe_ft_7,loss_std,0.0,0.0007044545762503074,0.00040215046935195795,0.00029129023327259025
pipe_ft_7,num_failures,0.0,0.14,0.38,0.74
pipe_ft_8,func_mean,1.0,0.581,0.183,0.085
pipe_ft_8,func_std,0.0,0.3136702089775183,0.247509595773578,0.175
pipe_ft_8,loss_mean,0.0,0.001225,0.0018925,0.0020775000000000004
pipe_ft_8,loss_std,0.0,0.0005847007781763251,0.0004723677063475022,0.0003426824331651683
pipe_ft_8,num_failures,0.0,0.06,0.54,0.76
pipe_ft_out_1,func_mean,1.0,0.515,0.23700000000000002,0.075
pipe_ft_out_1,func_std,0.0,0.3682729965664059,0.2778146864368405,0.15370426148939398
pipe_ft_out_1,loss_mean,0.0,0.001305,0.0017800000000000001,0.002105
pipe_ft_out_1,loss_std,0.0,0.0007267908915224517,0.0005610035650510611,0.00027766886753829653
pipe_ft_out_1,num_failures,0.0,0.2,0.44,0.78
pipe_large_fl_1,func_mean,1.0,0.515,0.23399999999999999,0.069
pipe_large_fl_1,func_std,0.0,0.4016528351698765,0.29840241285887753,0.1506286825275983
pipe_large_fl_1,loss_mean,0.0,0.0017675000000000002,0.0025795,0.0029645
pipe_large_fl_1,loss_std,0.0,0.001143943289678295,0.0007050654224963808,0.0003776271309109026
pipe_large_fl_1,num_failures,0.0,0.26,0.52,0.8
pipe_large_fl_2,func_mean,1.0,0.5399999999999999,0.163,0.08399999999999999
pipe_large_fl_2,func_std,0.0,0.3819685850956856,0.2603478442392024,0.1778876049644831
pipe_large_fl_2,loss_mean,0.0,0.0017325,0.002698499999999999,0.0029365
pipe_large_fl_2,loss_std,0.0,0.0010600147404635466,0.0007096374074131098,0.00041307414588666764
pipe_large_fl_2,num_failures,0.0,0.2,0.62,0.78
pipe_oz_1,func_mean,1.0,0.616,0.165,0.132
pipe_oz_1,func_std,0.0,0.3523407441667795,0.23669600757089249,0.22175662335091592
pipe_oz_1,loss_mean,0.0,0.0011300000000000001,0.0019625000000000003,0.00202
pipe_oz_1,loss_std,0.0,0.000691899559184713,0.00036678501877803035,0.000347634865915374
pipe_oz_1,num_failures,0.0,0.12,0.6,0.68
pipe_oz_2,func_mean,1.0,0.541,0.17700000000000002,0.094
pipe_oz_2,func_std,0.0,0.34794970900979355,0.2049902436702781,0.1961224107541002
pipe_oz_2,loss_mean,0.0,0.00127,0.0019150000000000003,0.0020700000000000002
pipe_oz_2,loss_std,0.0,0.0006756293362488045,0.0003459046111285596,0.0003563355160519367
pipe_oz_2,num_failures,0.0,0.14,0.5,0.76
pipe_to_clearwell,func_mean,1.0,0.593,0.231,0.10200000000000001
pipe_to_clearwell,func_std,0.0,0.34525497824072,0.28282326636965355,0.21724640388278005
pipe_to_clearwell,loss_mean,0.0,0.0011775000000000002,0.0018275000000000001,0.0020825
pipe_to_clearwell,loss_std,0.0,0.0006969083512198718,0.0004834058853592911,0.0003265444073935428
pipe_to_clearwell,num_failures,0.0,0.12,0.48,0.78
pipe_to_distro_1,func_mean,1.0,0.5479999999999999,0.145,0.10300000000000001
