component_type,0.000,0.500,1.000,1.500
Basins,0.0,0.005958685185185186,0.011812833333333335,0.014682759259259258
Chemical Tanks,0.0,0.010587285714285716,0.019238071428571427,0.02289107142857143
Electric Power Backup,0.0,0.006280000000000001,0.02048,0.027200000000000005
Electric Power Commercial,0.0,0.008480000000000001,0.014180000000000002,0.016640000000000002
Elevated Pipes,0.0,0.0018180000000000002,0.002994,0.003368
Horizontal Pump,0.0,0.000505,0.0024200000000000003,0.0029900000000000005
Internal Pipework,0.0,0.0012533035714285717,0.0019080535714285714,0.0021331607142857146
Pipe Connectors,0.0,0.0011355,0.001823,0.0020455
Sediment Flocculation,0.0,0.00207,0.0046500000000000005,0.006009374999999999
Vertical Pump,0.0,0.00043749999999999995,0.0012125000000000003,0.0018525
Wells,0.0,0.016523,0.029438,0.0322875
