component_type,0.000,0.500,1.000,1.500
Ash Disposal System,0.0,0.0010249999999999999,0.00367,0.004779999999999999
Boiler,0.0,0.032754652775170784,0.11658924864466075,0.1486224332970304
Coal Yard,0.0,0.00015,0.005484,0.008360000000000001
Demineralisation Plant,0.0,0.0014707276371419829,0.005502251630719418,0.008054396648112859
Electrostatic Precipitator,0.0,0.0003409804370401966,0.0010069108890070448,0.0012570522674038198
Fresh Water Supply,0.0,0.0034320919519344765,0.01792572350571183,0.02124186640521609
Generator,0.0,0.00018151712437586333,0.0075911392271034136,0.03210991387356618
Main Feed Conveyor,0.0,0.0015380687645661032,0.004918366697053783,0.006368773511307827
Power House,0.0,0.014860000000000002,0.07482,0.09281999999999999
Stack,0.0,2.0038027641931245e-05,0.003446540754412174,0.006131636458430961
Stacker Reclaimer,0.0,0.005371286773666081,0.016050106175316745,0.021309823194040216
Stepup Transformer,0.0,0.00018427352159484846,0.001057626197885926,0.00499095749333653
Supply Conveyor,0.0,0.0010509472452184191,0.002812487572511851,0.0031445404146029786
Turbine and Condenser,0.0,0.0011186457619009262,0.03815824987817603,0.10875722685147893
Unloader,0.0,0.00520637583548262,0.019885967921968013,0.02488471162044235
