component_id,response,0.000,0.500,1.000,1.500
stack_1,loss_mean,0.0,1.335868509462083e-05,0.003206084422708999,0.0061449951435255815
stack_1,loss_std,0.0,9.351079566234583e-05,0.0028021414254314086,0.0022193114476837077
stack_1,num_failures,0.0,0.0,0.18,0.54
stack_2,func_mean,1.0,1.0,0.36,0.04
stack_2,func_std,0.0,0.0,0.48,0.19595917942265428
stack_2,loss_mean,0.0,2.671737018924166e-05,0.003686997086115349,0.00611827777333634
stack_2,loss_std,0.0,0.000130887848465377,0.002847124115625781,0.0022645236975689575
stack_2,num_failures,0.0,0.0,0.2,0.52
stacker_reclaimer_1,func_mean,1.0,0.48,0.22,0.04
stacker_reclaimer_1,func_std,0.0,0.49959983987187184,0.41424630354415964,0.19595917942265428
stacker_reclaimer_1,loss_mean,0.0,0.005968981889430112,0.015914628615743567,0.02170031733633938
stacker_reclaimer_1,loss_std,0.0,0.007346649613286777,0.00995693331160127,0.006046784331147217
stacker_reclaimer_1,num_failures,0.0,0.06,0.56,0.86
stacker_reclaimer_2,func_mean,1.0,0.52,0.14,0.04
stacker_reclaimer_2,func_std,0.0,0.49959983987187184,0.3469870314579494,0.19595917942265428
stacker_reclaimer_2,loss_mean,0.0,0.00499673116778729,0.015842905201851883,0.021461239290033768
stacker_reclaimer_2,loss_std,0.0,0.007042421169937068,0.009481607448131037,0.0064899451997461
stacker_reclaimer_2,num_failures,0.0,0.06,0.52,0.86
stacker_reclaimer_3,func_mean,1.0,0.6,0.18,0.04
stacker_reclaimer_3,func_std,0.0,0.4898979485566356,0.38418745424597095,0.19595917942265428
stacker_reclaimer_3,loss_mean,0.0,0.005148147263780842,0.016392784708354792,0.02076791295574749
stacker_reclaimer_3,loss_std,0.0,0.0076150684216619285,0.009354308558231458,0.006900042590534701
stacker_reclaimer_3,num_failures,0.0,0.08,0.54,0.8
supply_conv_1,func_mean,1.0,0.76,0.16,0.0
supply_conv_1,func_std,0.0,0.4270831300812525,0.36660605559646714,0.0
supply_conv_1,loss_mean,0.0,0.001175467061002592,0.0027892438735654724,0.003214271511442115
supply_conv_1,loss_std,0.0,0.0010997116904473735,0.0008160667271996843,0.00024346516537724968
supply_conv_1,num_failures,0.0,0.1,0.58,0.84
supply_conv_2,func_mean,1.0,0.78,0.14,0.02
supply_conv_2,func_std,0.0,0.41424630354415953,0.3469870314579494,0.13999999999999999
supply_conv_2,loss_mean,0.0,0.0011090564925843665,0.0027892438735654724,0.0031345788293402456
supply_conv_2,loss_std,0.0,0.0010450120240502563,0.0006641056841822552,0.00037661292237500175
supply_conv_2,num_failures,0.0,0.06,0.48,0.76
supply_conv_3,func_mean,1.0,0.88,0.18,0.06
supply_conv_3,func_std,0.0,0.3249615361854384,0.38418745424597095,0.23748684174075835
supply_conv_3,loss_mean,0.0,0.0008832605599623997,0.0027892438735654724,0.00314786094302389
supply_conv_3,loss_std,0.0,0.000986392575637892,0.000739516792308562,0.0004935873632227443
supply_conv_3,num_failures,0.0,0.1,0.56,0.86
supply_conv_4,func_mean,1.0,0.82,0.16,0.08
supply_conv_4,func_std,0.0,0.3841874542459709,0.36660605559646714,0.2712931993250107
supply_conv_4,loss_mean,0.0,0.0010360048673243184,0.0028822186693509876,0.003081450374605664
supply_conv_4,loss_std,0.0,0.0009241335439455839,0.0007227471649916808,0.0005597430035076491
supply_conv_4,num_failures,0.0,0.02,0.66,0.8
tr_1,func_mean,1.0,0.6,0.08,0.0
tr_1,func_std,0.0,0.4898979485566356,0.2712931993250107,0.0
tr_1,loss_mean,0.0,0.00015572410275620997,0.0009758710439389158,0.003934628996306905
tr_1,loss_std,0.0,0.00019072229620272497,0.0006088084422701279,0.004536494924712348
tr_1,num_failures,0.0,0.0,0.0,0.2
tr_2,func_mean,1.0,0.5,0.02,0.0
tr_2,func_std,0.0,0.5,0.13999999999999999,0.0
tr_2,loss_mean,0.0,0.00021282294043348696,0.0011393813518329363,0.006047285990366155
tr_2,loss_std,0.0,0.00024725884172633797,0.0005390006403866186,0.005429354583084892
tr_2,num_failures,0.0,0.0,0.0,0.38
turbine_condenser_1,func_mean,1.0,0.9,0.1,0.0
turbine_condenser_1,func_std,0.0,0.3,0.3,0.0
turbine_condenser_1,loss_mean,0.0,0.0017401156296236629,0.034678018618928705,0.11609057129060721
turbine_condenser_1,loss_std,0.0,0.006094208433440744,0.0407352521366475,0.048830924623250074
turbine_condenser_1,num_failures,0.0,0.0,0.06,0.64
turbine_condenser_2,func_mean,1.0,0.96,0.08,0.0
turbine_condenser_2,func_std,0.0,0.19595917942265428,0.2712931993250107,0.0
turbine_condenser_2,loss_mean,0.0,0.0004971758941781894,0.041638481137423355,0.10142388241235065
turbine_condenser_2,loss_std,0.0,0.0024356545062970596,0.040851895251281696,0.05051047724625111
turbine_condenser_2,num_failures,0.0,0.0,0.04,0.44
unloader_1,func_mean,1.0,0.7560000000000001,0.38400000000000006,0.132
unloader_1,func_std,0.0,0.34476658770826385,0.42678331738717246,0.3036050065463348
unloader_1,loss_mean,0.0,0.005990187152688877,0.018022469492318702,0.026462715861705278
unloader_1,loss_std,0.0,0.009378682952262095,0.013220575849592527,0.010297952221583534
unloader_1,num_failures,0.0,0.06,0.44,0.82
unloader_2,func_mean,1.0,0.8240000000000001,0.25999999999999995,0.21599999999999997
unloader_2,func_std,0.0,0.3089077532209252,0.37576588456111865,0.35516756608676986
unloader_2,loss_mean,0.0,0.004422564518276363,0.021749466351617324,0.023306707379179423
unloader_2,loss_std,0.0,0.008167388984446121,0.012385152546888075,0.012094571980732306
unloader_2,num_failures,0.0,0.04,0.58,0.68
water_supply,func_mean,1.0,0.74,0.02,0.0
water_supply,func_std,0.0,0.4386342439892262,0.13999999999999999,0.0
water_supply,loss_mean,0.0,0.0034320919519344765,0.01792572350571183,0.02124186640521609
water_supply,loss_std,0.0,0.0037100797938118923,0.005424681095809113,0.0032994789636099963
water_supply,num_failures,0.0,0.0,0.36,0.7
